total,bed,bath,square,lot,price,type,built,garage,address,city,state,zip,elementary school,middle school,high school,Collateral,CoreLogic,Quantarium
"728,888",4,2,1450,5650,503,Single Family Home,1952,2 Cars,355 Frederic Ave,Hayward,CA,94544,4,Not rated,2,$580000 $415806 $559749,,$695300 $488735 $638127
"1,159,000",4,3,2419,6866,479,Single Family Home,1999,3 Cars,30265 Oakbrook Rd,Hayward,CA,94544,2,Not rated,3,$1163000 $843823 $1135934,$1094000 $828200 $1141700,$1135494 $852299 $1117353
"699,950",3,2.5,2021,15681,346,Single Family Home,1964,2 Cars,28375 Harvey Ave,Hayward,CA,94544,2,Not rated,4,$846000 $484995 $652888,$863700 $675400 $763300,$912261 $590897 $826113
"449,880",2,1.5,1125,43560,400,Townhome,1981,1 Car,630 Foster Ct Apt 1,Hayward,CA,94544,Not rated,2,2,$424005 $263483 $427903,,
"450,000",2,1,1040,108464,433,Condo,1990,1 Car,25595 Compton Ct Apt 102,Hayward,CA,94544,5,Not rated,3,$413000 $277430 $373470,,
"500,000",3,2.5,1200,,417,Townhome,1985,,26576 Sunvale Ct,Hayward,CA,94544,Not rated,2,2,$470000 $326269 $439216,$506800 $336400 $520900,$483974 $289652 $479175
"300,000",3,2,1650,,182,Mfd/Mobile Home,,,29341 Sandburg Way,Hayward,CA,94544,Not rated,5,4,$257000 $244719 $244719,$290000 $251700 $251700,$227045 $217810 $217810
"325,000",3,2,1602,,203,Mfd/Mobile Home,2005,,1524 Ortega Ave,Hayward,CA,94544,Not rated,5,4,$272000 $238327 $238327,$271700 $253700 $253700,
"275,000",3,2,1296,,212,Mfd/Mobile Home,,,123 Mars Ave,Hayward,CA,94544,2,4,Not rated,$209000 $188105 $188105,$214400 $223000 $223000,
"458,888",3,2,1245,,369,Condo,1979,,969 Cheryl Ann Cir Apt 36,Hayward,CA,94544,Not rated,2,5,$480200 $464000 $492000,,
"325,000",2,2,1440,,226,Mfd/Mobile Home,1981,3 Cars,29229 Harpoon Way,Hayward,CA,94544,Not rated,5,4,$332000 $208194 $208194,$343000 $228000 $228000,$340561 $326709 $326709
"395,333",2,1.5,970,,408,Condo,1986,1 Car,27903 Thornton Ct,Hayward,CA,94544,2,Not rated,4,$379000 $269969 $363426,$421900 $300300 $419700,$403566 $295660 $392914
"319,999",1,1,531,,603,Condo,1985,1 Car,29628 Desert Oak Ct Apt 33,Hayward,CA,94544,2,Not rated,3,$318000 $220452 $296767,$367700 $223700 $374600,$340045 $237914 $311903
"626,000",3,2,1220,2050,513,Townhome,1970,,27471 Ponderosa Ct,Hayward,CA,94545,Not rated,5,4,$500000 $340941 $449040,$540000 $365000 $527300,$538680 $358206 $518235
"965,000",3,2.5,2047,2522,471,Single Family Home,2016,2 Cars,2514 Admiral Cir,Hayward,CA,94545,Not rated,4,5,$989000 $676636 $891172,,$981906 $715391 $893284
"699,999",3,2,1618,5005,433,Single Family Home,1957,2 Cars,1261 Radcliff Ln,Hayward,CA,94545,5,Not rated,3,$732000 $460270 $606204,$771500 $563900 $783500,$761383 $509249 $728571
"624,750",3,2,1000,5100,625,Single Family Home,1955,1 Car,27891 Norwich Way,Hayward,CA,94545,Not rated,5,4,$617000 $396016 $521577,$607900 $359000 $631400,$621083 $411937 $616272
"739,000",3,2,1215,5500,608,Single Family Home,1957,2 Cars,2326 Bermuda Ln,Hayward,CA,94545,5,8,Not rated,$660000 $446501 $588070,$658900 $472600 $708600,$724496 $468921 $683633
"600,000",3,1,1064,5676,564,Single Family Home,1965,1 Car,1753 Finch Ct,Hayward,CA,94545,Not rated,5,4,$668000 $477317 $628656,$675300 $462500 $665300,$677258 $446671 $621183
"750,000",3,2,1224,6000,613,Single Family Home,1965,2 Cars,1882 Egret Ln,Hayward,CA,94545,Not rated,5,4,$689000 $487807 $642473,$769100 $485000 $730800,$713908 $471650 $652988
"1,399,999",5,3,3651,6012,383,Single Family Home,2003,2 Cars,2719 Spindrift Ct,Hayward,CA,94545,Not rated,4,5,$1388000 $921851 $1214135,$1562000 $903000 $1618100,$1510608 $1023718 $1432689
"699,950",3,2,1224,6500,572,Single Family Home,1963,2 Cars,2201 Catalpa Way,Hayward,CA,94545,Not rated,4,5,$707000 $432732 $569936,$734600 $507800 $718800,$732853 $531199 $631406
"1,215,000",5,3,2583,8630,470,Single Family Home,2004,2 Cars,2744 Breaker Ln,Hayward,CA,94545,Not rated,4,5,$1209000 $839894 $1106193,$1294300 $957200 $1354100,$1257655 $902283 $1194255
"500,000",2,2,1513,90604,330,Condo,1982,2 Cars,25930 Kay Ave Apt 304,Hayward,CA,94545,5,Not rated,3,$510673 $371665 $497396,$519900 $374700 $520200,
"299,000",3,2,1226,,244,Mfd/Mobile Home,1999,3 Cars,2285 Stillwell Dr,Hayward,CA,94545,Not rated,4,5,$284000 $212431 $212431,$296800 $264000 $264000,$201464 $190891 $190891
"165,000",2,2,960,,172,Mfd/Mobile Home,,2 Cars,27940 Pueblo Calle,Hayward,CA,94545,Not rated,5,4,$200000 $130475 $171844,,
"400,000",1,1,840,,476,Condo,1989,,25938 Kay Ave Apt 322,Hayward,CA,94545,5,Not rated,3,$408225 $266564 $356741,$435700 $270900 $432500,
"524,999",2,2,1056,125017,497,Condo,1980,,21062 Gary Dr Apt 213,Hayward,CA,94546,4,Not rated,2,$528576 $411419 $505305,$564300 $393100 $564600,
"675,000",2,2.5,1221,1208,553,Townhome,1984,1 Car,3857 Vine St,Pleasanton,CA,94566,8,9,6,$674000 $564492 $662659,$727300 $580000 $755100,$623820 $501928 $648825
"858,888",3,2.5,1456,1730,590,Townhome,1988,2 Cars,4141 Stanley Blvd,Pleasanton,CA,94566,8,7,9,$764000 $624856 $733521,$863000 $736300 $935100,$804211 $683374 $762262
"850,000",2,1,869,3056,978,Single Family Home,1993,,220 Kottinger Dr,Pleasanton,CA,94566,8,9,6,$770000 $637092 $747885,$896800 $613400 $894300,$768184 $712587 $794848
"949,000",3,2,1751,3486,542,Single Family Home,1983,2 Cars,4082 Rennellwood Way,Pleasanton,CA,94566,9,8,7,$879000 $734981 $862797,$958400 $847100 $1017100,$929264 $806220 $953286
"1,148,000",4,2,2498,3900,460,Multi-Family Home,1999,3 Cars,216 Spring St,Pleasanton,CA,94566,8,6,9,$866000 $676248 $793850,,$802608 $744386 $830317
"1,049,000",4,2.5,1620,4723,648,Single Family Home,1994,2 Cars,233 Trenton Cir,Pleasanton,CA,94566,8,7,9,$940000 $790451 $927914,$1059100 $860100 $1104700,$1063523 $828669 $942517
"895,000",3,2,1419,5000,631,Single Family Home,1997,2 Cars,4336 1st St,Pleasanton,CA,94566,8,6,9,$874000 $790451 $927914,$895300 $864700 $1015200,$903288 $771872 $944805
"1,645,000",6,3.5,3688,5447,446,Single Family Home,2003,3 Cars,1408 Oak Vista Way,Pleasanton,CA,94566,9,8,9,$1516000 $1326392 $1557057,$1660000 $1422000 $1743600,$1651932 $1384085 $1588135
"899,950",4,3,2294,6094,392,Single Family Home,1910,,4156 Vineyard Ave,Pleasanton,CA,94566,8,9,6,$1135000 $1050672 $1233388,$1192100 $1061400 $1208000,$1035144 $1036017 $1160686
"1,078,000",4,2,1411,6615,764,Single Family Home,1952,2 Cars,456 Amaral Cir,Pleasanton,CA,94566,8,9,6,$822000 $703167 $825451,$947500 $746100 $924400,$866371 $740099 $825535
"1,069,868",4,2,1690,6663,633,Single Family Home,1975,2 Cars,4173 Crisfield Ln,Pleasanton,CA,94566,9,8,7,$1005000 $879367 $1032292,$1071000 $868000 $1062500,$973600 $889120 $1027562
"1,199,950",4,2,1930,6700,622,Single Family Home,1971,2 Cars,2265 Camino Brazos,Pleasanton,CA,94566,9,8,8,$1152000 $917707 $1077299,$1249100 $1026000 $1266900,$1174828 $954591 $1153850
"1,275,000",4,3,2344,6736,544,Single Family Home,1965,2 Cars,1865 Rosetree Ct,Pleasanton,CA,94566,9,7,8,$1277000 $1064540 $1249667,$1379600 $1137200 $1441100,$1371667 $1143300 $1342086
"1,220,000",4,2,1882,6825,648,Single Family Home,1968,2 Cars,2478 Raven Rd,Pleasanton,CA,94566,9,8,8,$1184000 $1023753 $1201787,$1179600 $953600 $1226900,$1159360 $971609 $1083771
"1,469,000",4,2.5,2630,6981,559,Single Family Home,1968,2 Cars,1820 Paseo Del Cajon,Pleasanton,CA,94566,9,8,8,$1270000 $1132246 $1329148,$1416000 $1221500 $1451600,$1300602 $1176078 $1344486
"1,469,000",4,2.5,2630,6981,559,Single Family Home,1968,2 Cars,1820 Paseo Del Cajon,Pleasanton,CA,94566,9,8,8,$1270000 $1132246 $1329148,$1416000 $1221500 $1451600,$1300602 $1176078 $1344486
"1,588,000",5,3,3200,7127,496,Single Family Home,1989,3 Cars,2748 Calle De La Loma,Pleasanton,CA,94566,9,8,9,$1417000 $1462204 $1400968,$1606000 $1518222 $1567200,
"799,950",2,2,1439,7228,556,Single Family Home,1966,2 Cars,372 Ewing Dr,Pleasanton,CA,94566,8,9,6,$962000 $828791 $972921,$855100 $783900 $966000,$869545 $776448 $963374
"1,490,000",6,3,2724,7999,547,Single Family Home,1970,2 Cars,2093 Greenwood Rd,Pleasanton,CA,94566,9,8,8,$1436000 $1190979 $1398095,$1533600 $1234400 $1572300,$1330861 $1146292 $1335877
"1,599,000",5,3,3010,8340,531,Single Family Home,1990,3 Cars,550 Abbie St,Pleasanton,CA,94566,9,8,6,$1591000 $1494434 $1754322,$1677200 $1481700 $1629000,$1687265 $1402561 $1579456
"1,149,990",3,2,1813,8829,634,Single Family Home,1971,2 Cars,4630 Mohr Ave,Pleasanton,CA,94566,9,7,8,$1114000 $884261 $1038038,$1154500 $987500 $1221300,$1011470 $1017401 $1162729
"1,200,000",4,2,1675,9788,716,Single Family Home,1964,2 Cars,1516 Fairview Ct,Pleasanton,CA,94566,9,8,8,$1059000 $875288 $1027504,$1197600 $961300 $1212300,$1214667 $929132 $1122737
"1,599,000",4,3.5,3059,9855,523,Single Family Home,1971,2 Cars,4827 Ganner Ct,Pleasanton,CA,94566,9,8,8,$1518000 $1249713 $1467042,,$1477057 $1376321 $1537084
"2,055,000",5,4.5,3657,11761,562,Single Family Home,2002,3 Cars,218 Napier Ct,Pleasanton,CA,94566,9,8,9,$1799000 $1498513 $1759110,$2039800 $1750800 $1957400,$1597176 $1634630 $1756794
"1,765,000",4,2.5,3160,12196,559,Single Family Home,1990,3 Cars,2972 Amoroso Ct,Pleasanton,CA,94566,8,9,9,$1753000 $1455279 $1708357,$1844900 $1448800 $1761300,$1412807 $1394241 $1540804
"2,248,000",5,4.5,4183,14374,569,Single Family Home,2007,3 Cars,783 Rolling Hills Ln,Pleasanton,CA,94566,8,9,9,$2312000 $1936565 $2273341,$2270300 $2031800 $2466400,$2203828 $1846988 $1979524
"1,799,000",5,2.5,2910,27878,618,Single Family Home,1984,3 Cars,653 Abbie St,Pleasanton,CA,94566,9,8,6,$1704000 $1397361 $1640368,$1812700 $1612500 $1975300,$1810465 $1364597 $1614762
"799,000",3,2.5,1402,,570,Townhome,1981,2 Cars,5252 Dolores Dr Unit 2,Pleasanton,CA,94566,9,9,8,$841881 $647851 $722638,$698300 $569800 $745400,
"265,000",3,2,1275,,208,Mfd/Mobile Home,2007,,3263 Vineyard Ave Spc 126,Pleasanton,CA,94566,8,9,9,$482256 $415191 $463121,,
"165,000",3,2,1232,,134,Mfd/Mobile Home,1993,2 Cars,3231 Vineyard Ave Spc 20,Pleasanton,CA,94566,8,9,9,$198816 $176140 $196473,,
"547,500",2,2,856,,640,Condo,1988,1 Car,3417 Smoketree Commons Dr,Pleasanton,CA,94566,8,9,9,$529000 $428263 $502740,$550600 $446500 $570000,$504092 $402343 $497152
"399,500",1,1,600,,666,Condo,1959,,819 Division St,Pleasanton,CA,94566,6,8,9,$388000 $309165 $362930,$386800 $310400 $374700,$380412 $329423 $367451
"965,000",4,3,1928,1369,501,Townhome,1994,2 Cars,3024 Bolero Ct,Pleasanton,CA,94588,9,8,9,$820000 $706049 $836837,$990300 $768700 $1005900,$892317 $769097 $895176
"758,000",2,2.5,1501,2112,505,Townhome,1991,2 Cars,5413 Montalvo Ct,Pleasanton,CA,94588,9,9,8,$734000 $599312 $710327,$816300 $640200 $850200,$834722 $684646 $760907
"989,000",3,2.5,1482,2128,667,Single Family Home,1997,2 Cars,5144 Angelico Ct,Pleasanton,CA,94588,9,8,9,$1033000 $773255 $916491,$969600 $769400 $986500,$792120 $728825 $795711
"799,000",2,2.5,1501,2324,532,Townhome,1991,2 Cars,5507 Baldwin Way,Pleasanton,CA,94588,9,9,8,$771000 $621450 $736566,$826800 $697600 $873900,$770802 $698390 $771121
"889,000",3,2.5,1828,2394,486,Townhome,1991,2 Cars,7710 Creekside Dr,Pleasanton,CA,94588,9,9,8,$804000 $659401 $781548,$922500 $754900 $954200,$885580 $732670 $843423
"900,000",3,2.5,1329,2508,677,Single Family Home,1986,2 Cars,2132 Alexander Way,Pleasanton,CA,94588,,,,$724000 $645169 $764680,$894500 $671300 $838700,$918066 $624173 $726495
"900,000",3,2.5,1329,2508,677,Single Family Home,1986,2 Cars,2132 Alexander Way,Pleasanton,CA,94588,9,9,8,$724000 $645169 $764680,$894500 $671300 $838700,$918066 $624173 $726495
"900,000",3,2.5,1329,2508,677,Single Family Home,1986,2 Cars,2132 Alexander Way,Pleasanton,CA,94588,9,9,8,$724000 $645169 $764680,$894500 $671300 $838700,$918066 $624173 $726495
"888,000",3,2.5,1928,2660,461,Townhome,1988,2 Cars,7216 Valley View Ct,Pleasanton,CA,94588,9,9,8,$853000 $687074 $814346,$911300 $791000 $961600,$886662 $760530 $870461
"875,000",3,2.5,1630,2660,537,Townhome,1973,2 Cars,7435 Maywood Dr,Pleasanton,CA,94588,9,9,8,$810000 $646751 $766554,$876600 $744300 $896700,$792122 $687354 $767693
"799,000",3,2,1525,2660,524,Townhome,1987,2 Cars,7308 Stonedale Dr,Pleasanton,CA,94588,9,9,8,$833000 $651495 $772176,$888600 $688200 $913200,$788798 $700015 $781759
"1,175,000",4,2.5,2231,2949,527,Single Family Home,1999,2 Cars,2728 Alpina Ct,Pleasanton,CA,94588,9,8,9,$1107000 $891061 $1056120,$1253400 $1010600 $1220900,$1120791 $1021881 $1130894
"975,500",3,2.5,1365,3180,715,Single Family Home,1997,2 Cars,5203 Zaro Ct,Pleasanton,CA,94588,10-Sep,8,9,$985000 $769301 $911805,$970700 $763000 $966100,$987423 $781864 $944058
"1,100,000",3,2.5,1624,3550,677,Single Family Home,1995,2 Cars,5252 Genovesio Dr,Pleasanton,CA,94588,9,8,9,$1067000 $818322 $969906,$1108400 $885900 $1191900,$1094018 $795669 $988197
"999,000",3,2.5,1650,5012,605,Single Family Home,1996,2 Cars,8080 Canyon Creek Cir,Pleasanton,CA,94588,9,9,8,$997000 $808834 $958661,$1052300 $883400 $1012800,$1018843 $829165 $1077467
"1,480,000",4,3,3021,5754,490,Single Family Home,1991,2 Cars,7904 Kemper Ct,Pleasanton,CA,94588,9,8,9,$1376000 $1099793 $1303516,$1596700 $1307000 $1558100,$1440868 $1173209 $1365534
"930,000",3,2,1386,6000,671,Single Family Home,1971,,3443 Cumberland Gap Ct,Pleasanton,CA,94588,9,9,8,$902000 $728188 $863076,$937600 $786100 $950900,$929045 $763091 $908127
"1,200,000",4,2,2004,6650,599,Single Family Home,1969,2 Cars,7464 Flagstone Dr,Pleasanton,CA,94588,9,9,8,$1092000 $924268 $1095478,$1200300 $964800 $1198800,$1150920 $886625 $1072617
"940,000",4,2,1549,6659,607,Single Family Home,1966,2 Cars,3908 Petrified Forest Ct,Pleasanton,CA,94588,9,8,9,$917000 $749535 $888378,$992600 $807100 $1022500,$906574 $794977 $929020
"1,119,500",3,2,1710,6751,655,Single Family Home,1969,2 Cars,7657 Flagstone Dr,Pleasanton,CA,94588,9,9,8,$1128000 $898177 $1064554,$1123200 $932300 $1165700,$1071047 $866498 $1042697
"1,199,000",4,2.5,1948,6803,616,Single Family Home,1968,2 Cars,4258 Muirwood Dr,Pleasanton,CA,94588,9,9,8,$1030000 $838878 $994271,$1141600 $962600 $1192600,$1036104 $885705 $1036518
"1,298,000",4,2.5,2600,6963,499,Single Family Home,1968,2 Cars,4193 Churchill Dr,Pleasanton,CA,94588,9,9,8,$1171000 $943244 $1117969,$1353600 $935400 $1204500,$1181410 $963303 $1177160
"2,295,000",6,4,4758,15245,482,Single Family Home,1997,3 Cars,3741 Newton Way,Pleasanton,CA,94588,9,8,9,$2218000 $1781332 $2111303,$2331200 $2080000 $2339900,$1966997 $1892264 $2186491
"2,079,000",4,3,3303,21780,629,Single Family Home,1989,3 Cars,1844 Martin Ave,Pleasanton,CA,94588,9,8,9,$1752000 $1377310 $1632441,,$2077621 $1543453 $1701871
"1,699,000",4,3.5,3318,46173,512,Single Family Home,1979,2 Cars,9044 Longview Dr,Pleasanton,CA,94588,9,8,9,$1804000 $1412099 $1673674,$1898600 $1822700 $1821000,$1894785 $1726033 $1890737
"4,000,000",4,5,4708,91040,850,Single Family Home,1999,13 Cars,1562 Foothill Rd,Pleasanton,CA,94588,9,8,9,$2301000 $1905464 $2258429,$2581500 $2233000 $2634700,$2239421 $2044394 $2329129
"589,000",3,2,1401,2130,420,Single Family Home,1910,,1631 37th Ave,Oakland,CA,94601,4,4,,$661000 $389122 $586071,$732400 $399700 $676900,$697908 $492505 $644564
"599,000",2,1,968,4370,619,Single Family Home,1922,1 Car,3912 Nevil St,Oakland,CA,94601,2,3,,$645000 $410882 $618845,$547100 $403900 $646600,$632534 $432029 $559046
"649,000",2,2,1025,4640,633,Single Family Home,1903,,2633 34th Ave,Oakland,CA,94601,3,6,2,$536000 $321281 $483894,$646000 $368400 $534800,$631874 $398866 $540064
"799,000",3,1,1507,5200,530,Single Family Home,1920,1 Car,5209 Cole St,Oakland,CA,94601,2,3,2,$908000 $467842 $704635,$810100 $508200 $868400,$815746 $628195 $850576
"895,000",3,2,1649,5805,543,Single Family Home,1950,1 Car,2421 Monticello Ave,Oakland,CA,94601,2,3,2,$940000 $534402 $804884,$895000 $576000 $869400,$913758 $640515 $867257
"668,888",3,2.5,3570,,,Single Family Home,1907,2 Cars,1951 36th Ave,Oakland,CA,94601,,,,$360000 $301790 $324845,$351100   $386200,$636719 $354442 $381825
"649,000",2,1,1020,2400,636,Single Family Home,1926,1 Car,2622 Madeline St,Oakland,CA,94602,3,5,2,$938000 $698069 $914634,$681800 $573100 $730000,$716969 $517891 $633049
"899,000",3,1,1460,4400,616,Single Family Home,1920,1 Car,1122 El Centro Ave,Oakland,CA,94602,3,6,9,$1175000 $813168 $1065441,$1197900 $874000 $1167000,$1106810 $792476 $1096461
"989,000",3,1.5,1767,4738,560,Single Family Home,1915,1 Car,1908 E 38th St,Oakland,CA,94602,,,,$901000 $689848 $903862,$1120500 $904000 $1097100,$852032 $827011 $1010904
"1,095,000",4,3,2244,5185,488,Single Family Home,1965,2 Cars,3206 Guido St,Oakland,CA,94602,3,2,5,$1392000 $958163 $1255418,$1359800 $967900 $1267200,$1292317 $968764 $1127325
"749,000",2,1,880,5214,851,Single Family Home,1915,,2452 Potomac St,Oakland,CA,94602,3,2,5,$806000 $679384 $890152,$754300 $608600 $735600,$806118 $590031 $721229
"1,149,000",3,2.5,1830,5537,628,Single Family Home,1937,2 Cars,1908 Oak Crest Dr,Oakland,CA,94602,3,4,7,$1477000 $1096432 $1436582,$1163100 $1089700 $1429000,$1172118 $939684 $1148631
"1,149,000",3,2.5,1830,5537,628,Single Family Home,1937,2 Cars,1908 Oak Crest Dr,Oakland,CA,94602,3,4,7,$1477000 $1096432 $1436582,$1163100 $1089700 $1429000,$1172118 $939684 $1148631
"550,000",4,2,3604,2713,153,Multi-Family Home,1966,,993 91st Ave,Oakland,CA,94603,5,2,1,$554000 $285579 $465065,$643900 $306800 $544500,$619888 $347004 $539438
"440,000",2,1,780,4150,564,Single Family Home,1943,2 Cars,823 105th Ave,Oakland,CA,94603,4,4,,$422000 $245103 $399150,$463200 $232900 $472600,$470752 $283756 $396441
"469,000",2,1,792,5500,592,Single Family Home,1940,2 Cars,983 106th Ave,Oakland,CA,94603,3,4,,$447000 $302419 $385418,$456300 - $456900,$448796 $361270 $418965
"650,000",3,2,1347,2810,483,Single Family Home,1927,2 Cars,5501 Walnut St,Oakland,CA,94605,,7,,$664000 $428339 $636578,$735200 $461900 $655900,$662993 $448561 $601138
"538,000",2,1,1056,2962,509,Single Family Home,1925,1 Car,2644 Havenscourt Blvd,Oakland,CA,94605,7,2,2,$518000 $291687 $433492,$495300 $315200 $455400,$532176 $371498 $497862
"775,000",4,2.5,1667,3080,465,Single Family Home,1930,,2855 Parker Ave,Oakland,CA,94605,3,,3,$779000 $489005 $726737,$818200 $386400 $573600,$790492 $549910 $736961
"579,900",3,2,1264,3920,459,Single Family Home,1948,,2820 Oliver Ave,Oakland,CA,94605,,6,,$604000 $357255 $530937,$607700 $465000 $584100,$610463 $434198 $581890
"599,000",2,1,967,4104,619,Single Family Home,1926,2 Cars,6056 Majestic Ave,Oakland,CA,94605,2,7,3,$591000 $359706 $534580,$602000 $502100 $713300,$610973 $471997 $632546
"649,000",2,1,848,4360,765,Single Family Home,1924,1 Car,5706 Brookdale Ave,Oakland,CA,94605,7,2,,$574000 $344387 $511812,$612900 $427600 $618000,$631561 $395339 $529813
"725,000",6,6,2808,4400,258,Multi-Family Home,2004,4 Cars,7864 Bancroft Ave,Oakland,CA,94605,3,3,2,$735000 $457140 $679381,$721200 $461500 $663900,$663995 $489760 $656351
"988,000",4,2.5,2257,5050,438,Single Family Home,2008,2 Cars,6336 Buena Ventura Ave,Oakland,CA,94605,2,7,3,$1019000 $620141 $921627,$906300 $669500 $1001900,$992720 $765886 $1026401
"679,000",3,2,1207,5282,563,Single Family Home,1920,1 Car,3440 68th Ave,Oakland,CA,94605,7,3,3,$590000 $321101 $477206,$672700 $469700 $521000,$692573 $383926 $514518
"949,000",4,2,1896,5610,501,Single Family Home,1950,1 Car,3921 Fairway Ave,Oakland,CA,94605,Not rated,2,3,$858000 $590727 $877913,$951200 $674200 $896400,$967970 $663772 $847587
"849,000",3,2,1596,7849,532,Single Family Home,1940,,112 Marlow Dr,Oakland,CA,94605,5,4,6,$799000 $501873 $745862,$951200 $612300 $906800,$873606 $580251 $777622
"699,000",4,3,3232,8129,216,Single Family Home,1979,2 Cars,4340 Sequoyah Rd,Oakland,CA,94605,2,,,$1109000 $684484 $1017250,$1033400 $793300 $1160200,$1022574 $926179 $1056599
"799,000",3,3,2352,8639,340,Single Family Home,1983,2 Cars,7720 Sunkist Dr,Oakland,CA,94605,,,,$888000 $675292 $1003590,$928800 $763700 $837700,$935621 $627302 $840678
"1,099,999",4,2.5,2254,13939,512,Single Family Home,1974,2 Cars,4752 Sequoyah Rd,Oakland,CA,94605,6,,,$1092000 $500035 $743130,$1095000 $837100 $1043300,$1121988 $781300 $1047058
"599,000",3,1,1128,3072,531,Single Family Home,1918,,2569 Wallace St,Oakland,CA,94606,3,4,4,$668000 $433814 $658331,$703400 $525900 $670700,$706245 $515086 $611440
"799,000",3,2,2035,5320,393,Single Family Home,1923,,1931 E 27th St,Oakland,CA,94606,3,4,1,$828000 $456170 $692256,$786000 $416100 $773300,$816039 $601283 $715433
"599,950",3,2,1740,4921,345,Single Family Home,1974,,1427 Magnolia St,Oakland,CA,94607,Not rated,2,Not rated,$886000 $905047 $965864,$845700 - $877200,$877587 $920801 $866165
"665,000",2,2.5,1054,8190,631,Condo,2011,2 Cars,1786 12th St,Alameda,CA,94607,2,Not rated,4,$571000 $470274 $616733,$646700 $512800 $609400,$668729 $528488 $639262
"679,000",2,2.5,1054,,644,Condo,2008,2 Cars,1225 Wood St,Oakland,CA,94607,2,Not rated,4,$680000 $479050 $628243,$721000 $564200 $700500,$628376 $526969 $620972
"859,000",7,2,1674,2133,513,Multi-Family Home,1895,,947 56th St,Oakland,CA,94608,2,3,5,$1122000 $722261 $976006,$756300 $520000 $735400,$1026823 $766060 $943446
"1,588,000",4,3,2204,2870,721,Single Family Home,1912,,1003 61st St,Oakland,CA,94608,5,2,,$897000 $624131 $843402,$1070500 $689000 $760800,$1144156 $605493 $745699
"879,000",2,1.5,1165,3700,755,Single Family Home,1913,,1029 Arlington Ave,Oakland,CA,94608,,,,$954000 $675361 $912629,$1027700 $580300 $1021800,$1021230 $720682 $887561
"719,000",2,1,954,4000,754,Single Family Home,1910,,837 52nd St,Oakland,CA,94608,2,3,5,$903000 $580839 $784900,$852400 $592600 $752700,$857416 $623128 $767418
"1,395,000",4,3,1806,4160,772,Single Family Home,1912,,831 Arlington Ave,Oakland,CA,94608,2,3,5,$1441000 $583004 $787825,$1459900 $634300 $1410200,$1325737 $1144647 $1409697
"1,050,000",3,2,1396,5400,752,Single Family Home,1913,2 Cars,835 56th St,Oakland,CA,94608,2,3,5,$996000 $676082 $913604,$1188100 $634300 $1166100,$1099127 $937201 $1154216
"599,000",1,1,640,1760,936,Single Family Home,1910,,780 58th St,Oakland,CA,94609,2,5,2,$658000 $490789 $636640,$753000 $512900 $624000,$692637 $567438 $675162
